$id,$ref,$version,$task,phone,company
MZ35DFC7ZETJ6GGC,,F3NFK27YEFE3VLRR,anrufen_stufe,+49867199480,BRK-Seniorenhaus
ZYQ8UHJHEL5CJC3K,,9PCFVE6M6KW8HWRU,anrufen_stufe,+499942947000,Elisabethenheim
,,,,+495222365101,
PVTLXJVYLLDQHURP,,68T3J3P8NMZV2BJK,anrufen_stufe,+494080097777,"Haus Flottbek-Nienstedten, Seniorenheim"
9SH96PCBQN8FC75S,,TJLKLZQSCUDB2S35,anrufen_stufe,+495493290,Haus Bergquell GmbH
,,,,+49496391610,
,,,,+493381780,
2SCZCM9MBUNSS8LS,,DRCHV5UR3EXWXSZN,export_aufzeichnungen,+497214809910,Seniorenzentrum Kirchfeld
4TUU2PSN3QG7NMWD,,MNFMYQJENMJJSXFC,export_negative,+4976136850,Wohnstift Freiburg
P4A2GUHME25FVE5H,,LBDWPBLXC3NHNWQC,anrufen_stufe,+49303839580,Seniorenpflege Birkholz
63WHZ6RDKDZ2DNB9,,TGZ6ZA4HQDB585EK,export_negative,+497123966730,Seniorenzentrum Erms
FP86S3VR6ZRXAH4H,,XMHWFJLH5U3XLU4V,anrufen_stufe,+49680999710,Cura-Med GmbH
,,,,+4915259109326,
JUSHWEP7NNKUMADP,,DHQ2FAXZAAAYSSUD,anrufen_stufe,+4935141710,Senioren-Wohnpark Dresden
8QKRFBUSZ59PJFWX,,F3R6RSUFJ84XQZWQ,anrufen_stufe,+49511820770,Seniorenzentrum DoreaFamilie
,,,,+4933841930,
MSX4NKU5ASSNLMVU,,ZNYA7K2DBTXG7N7T,anrufen_stufe,+49528198140,Johanniter-Stift Lügde
P6YHWP2PTN8WAA5H,,LRSCVNQ95YU3ZSDX,anrufen_stufe,+49246490860,Gut Köttenich U. Schmidt GmbH
AW2TBRFQK7RY5CVC,,CZG8T3NH29U8WNLJ,anrufen_stufe,+4975829320760,Marienheim Altenheimat Eichenau GmbH
EAEF5MWPEYSZU45C,,R6EJJQ3CYJESPY79,export_negative,+49622695070,Haus Waldblick Alten und Pflegeheim
US2D49RN9V5SQBBZ,,BJHM6VLB2A5WBRUZ,anrufen_stufe,+49511624442,Dana
,,,,+492771303751,
YFSZK4JGYKZVHJW8,,ACFSTRQRUUU5ZQ4M,anrufen_stufe,+49503797060,Psychiatrisches Wohn- und Pflegeheim Sonnenburg
8TW9SMJV2PJXPQRQ,,3LM3AEVUKDW4B5TY,anrufen_stufe,+49369371400,AWO Seniorenzentrum
4KF4HGUVYEC9NSXS,,VK3BH9BW9UGJB62K,anrufen_stufe,+497851935913,Dr. Friedrich-Geroldt-Haus Altenpflegeheim
,,,,+498071710,
,,,,+494624801898,
,,,,+493928716299,
94H6K6YQUUL69TVL,,WGBVZ9DVBR46BJ4V,anrufen_stufe,+4922127770,PHÃƒâ€“NIX-Seniorenzentrum Weidenpesch GmbH
,,,,+49410393350,
,,,,+49804180860,
F7JALBW8WG7MC4B6,,S9EKAAM8277VCDQQ,anrufen_stufe,+499264995820,Sonnen-Blick Altenpflegeheim
,,,,+4953713363,
J946ZYQVW5QT75QV,,CYCRWXCVP7D5DP4M,anrufen_stufe,+493940793718,Seniorengarten Seniorenpflegeheim
,,,,+49620395850,
WLFZTEGR3YMDHTE8,,NCJ2MNP79JPJQQ23,export_negative,+49231182010,Christinenstift
N42F9Z2PWG9MMESG,,5JPR8XZ7ATX3UZYA,anrufen_stufe,+494318868414,HDU Ambulanter Pflegedienst e.V. Kindergarten
,,,,+49535294680,
,,,,+49610352396,
CRT9MY5AN3VEC3W6,,R982XMFZ7BJCT723,anrufen_stufe,+49350229230,Caritas Alten- und Pflegeheim
,,,,+4936065070760,
KTM8XCMH6NRTEXKU,,MN3STNP82X7JPAV8,anrufen_stufe,+498031356450,Altenheim Elisabeth
TXTH5SFVJC53B3PJ,,UMQXAKB5JZ243SB8,anrufen_stufe,+49617230830,Alten- u. Pflegeheim Haus Luise
,,,,+4952712303,
79VCKUGRT5S8BFY3,,A63LV5RTUNKHUKXL,export_negative,+49260210600,Azurit Seniorenzentrum Montabaur
,,,,+49208380008,
UWGNSJM3BYJPE9RH,,295L4U3R7ZPGYHEK,anrufen_stufe,+493691887300,Seniorenheim Justusstift
,,,,+495231762900,
,,,,+4920314115,
FP9779QFE9SGU45M,,5CUQY9WNJ5DGP7J2,export_negative,+497331442000,Seniorenresidenz am SBI-Park GmbH Seniorenresidenz
DAF5FS8XGEMCXCH7,,YDAKB8BS5CCQEZKR,anrufen_stufe,+4960219080,Seniorenheim der AWO mit Tages- u. Kurzzeitpflege (Bernhard-Junker-Haus)
DUC78JRDZX49XHQ3,,HSYN2BWTF58X6DRN,anrufen_stufe,+4922862980,NOVA Vita Bonn GmbH
Y9EGW2RSCVCLMVYZ,,VLAKMFLDFJ7AUGC7,anrufen_stufe,+49622136440,Agaplesion Maria zu Graimberg
,,,,+4950219168410,
,,,,+4938371700,
,,,,+4941928192374,
UVFY4UMUP7DBFXMD,,GCWZGJ8A4NN674EP,anrufen_stufe,+493581735430,Diakonie St. Martin Kirchliche Stiftung bürgerlichen Rechts Pflegeheim
7Y45R9VXPP8GF8DW,,4EWB5SG84727BPQC,export_negative,+49617163040,Traute und Hans Matthöfer-Haus
G7V7GB9K3USTQH7N,,BGBPYBJA5DHEJC25,anrufen_stufe,+497951469100,Seniorengemeinschaft Sonnnenhügel GmbH & Co.KG
,,,,+493925371222,
,,,,+4951717667470,
EJ8KYWBLVSV5F2YX,,FXQK3KDR6LUM5HRD,anrufen_stufe,+49391732516,Bischof-Weskamm-Haus Caritas
PXPYJ9565AUWCVKB,,EYMUBRRTT8MMM7WN,export_negative,+4920360060,Seniorenzentrum Duisburg
EWHL45R8DM3FHAT3,,Y2ZUK9WB4VEZQEJD,anrufen_stufe,+4953721419,Altenheim an den Eichen
HAFW55RFM98GE6GX,,XQDDEUPR8AU9VEWY,anrufen_stufe,+49821808480,Ruhesitz Wetterstein
YWAW49RSS9DPF6VF,,34NAJBQ5Q8T23ERJ,anrufen_stufe,+49840392890,Seniorenheim St. Josef
,,,,+4952518890800,
UN4M8NBT9JUC93M3,,D7J7CE3B7J5ZWHGN,export_negative,+4965315020,"Altenzentrum Mittelmosel, St. Raphael CAB, St. Nikolaus"
,,,,+49815823115,
,,,,+4989724030,
QDXSTRUZ4K9XAYV4,,6JA94D7SNAEK9X68,anrufen_stufe,+49224391880,Landheim Bourauel
6WNK9WEFMAP4SSZ3,,X83AHWM4K8993TSE,anrufen_stufe,+499741840,Kurstift Bad Brückenau e.V.
348ECYS6SPG6LXU9,,T8E44V3QDC2LB4AJ,export_negative,+4928329773852,Caritasverband Geldern-Kevelaer e.V.
W58WW5EP4L5CZSWJ,,MWAY9LJGHX5MTJET,anrufen_stufe,+4963016090300,ASB-Seniorenzentrum Otterberg
,,,,+496123697445,
,,,,+4951769755420,
BLT4J9ZNPHZKWZE7,,5NSXYJVWU4UGHDBF,anrufen_stufe,+499314601301,Antoniushaus Alten- und Pflegeheim
VKJ4VG9SV5XMPVY9,,N5BV4C4L7FKD5KWP,anrufen_stufe,+4939128041100,Haus Olvenstedt   0391 28041300
,,,,+494020920,
YVGU4XF4RGN46GQS,,4BW7RP9NESQL69ZK,anrufen_stufe,+49625797120,Altenzentrum - Mission Leben
,,,,+496612428102,
YGTPHXG528UP8Y6F,,DCMBP2CMLZN6YBZR,anrufen_stufe,+491749612680,Altenpflegeheim Haus Wartburgblick
WVMZBFUU744FDCLJ,,F583DE2FLDUD8N34,export_negative,+492232943605,"Caritasverband für den Rhein-Erft-Kreis e.V., Häusliche Pflege/ Sozialstation"
26FATMEH9UXRPWSN,,3LPRRQ39RDMENWW3,export_negative,+49746196690,Seniorenpflegeheim Elias-Schrenk-Haus
97983Z2V2MC3GMNU,,X8JGTWEMCCL582KF,export_negative,+497121144790,Seniorenzentrum Wannweil Haus in der Dorfmitte
,,,,+4924141355125,
4PD24MKZ5RXF9EMW,,4KJJRJVG7KRZ7NLC,anrufen_stufe,+497367922200,Samariterstift Ebnat
,,,,+494020922092,
PN9CZSZHLYTP7CKQ,,6Q95N6TC6G6RB8GB,anrufen_stufe,+49805168850,Caritas-Altenheim St. Josef
YGCH2BVWAPVBEUA8,,45NXBXJUBXSQNBYR,anrufen_stufe,+49420791790,Haus Schumann GmbH & Co. Seniorenpflegewohnanlage
JQMWJ3E84BFUUASP,,RSCSVK4AC5T8KH67,export_negative,+49720392179100,Seniorenzentrum Am Losenberg Seniorenheim
JY8VD57NYSYL5KEM,,FX4WRFJ9JGLMN7WM,export_negative,+4997172760,Caritas Haus St. Elisabeth Alten- und Pflegeheim
,,,,+494615700323,
EZPTQZFHWTETTHEP,,NGDEK68K3LEYDBNB,anrufen_stufe,+493518628100,Pflegeheim Pieschen
,,,,+493523808825,
CZKW2WSCCQ2FQMJC,,6WNYBQEDC3YTVWTV,anrufen_stufe,+49454285770,Pflege Pension Haus Hubertus Altenheim
TKJZC92KVYFRF5JE,,Q8MJAK7LRFBWVDM5,anrufen_stufe,+4940544818,Kock-Siedlung Altenwohnanlage
8UPAJZG7484M5FTP,,AWLYJW3329KXJK97,anrufen_stufe,+497219176120,Seniorenheime Matthias-Claudius-Haus u. Benkiser-Stift
,,,,+49401818811700,
E82HA8TELCWJHJN8,,MNQ59C8ZDE4W8DW6,anrufen_stufe,+49917994840,Caritas Alten- u. Pflegeheim St. Josef
,,,,+49442199360,
,,,,+498954714183,
9MYJ7W5VVUPQ9FTJ,,BESP4TAAEYDUUNFS,anrufen_stufe,+497233679777,Johanneshaus gemeinnützige GmbH
,,,,+497119079740,Pflegestift Münster
,,,,+4936134400,
,,,,+4938345430,
,,,,+492219921210,
,,,,+4983822760,
WZVKA2QTJRRKDGXU,,UBCZCHXMXBU5BST2,anrufen_stufe,+492504880070,Seniorenwohngemeinschaft Röntgenstrasse
,,,,+4921039150,
WZJCRZVJM8AGW4YY,,KJ5BFVNW2NSFR4BS,anrufen_stufe,+498214555540,Transport Fritz Hendrich GmbH & Co. KG
Y5KWZPTBJGMZHUFG,,QY66VWW44GF92RRW,anrufen_stufe,+498962000050,Altenheim und Tiefgarage Brandmeldeanlage
,,,,+499851902143,
EV5LPMVV74Z8GG5M,,U9AYNL4PSMHQ3U5G,anrufen_stufe,+49534187980,"Alten- u. Pflegeheim Maria im Tann, Kath."
,,,,+49421336300,
,,,,+493922269341,
ZTAU5YUES824PYCG,,LCTTYMYP7GVAXPG9,anrufen_stufe,+497119378430,Katharinenstift
,,,,+49230798370,
X23JJE4WYMYZ847Q,,27NBA3WS7JVQNKHJ,anrufen_stufe,+49333438541125,Offenes Herz Pflegewohnheim
,,,,+4939292650311,
,,,,+495118401191,
RLN3J9TXNX2WQWMY,,582EG8U5SMGRNM2C,anrufen_stufe,+49304284471100,Seniorenstiftung Prenzlauer Berg
J249UCZWWLRWWBEP,,HA235PWXC79SXJ97,anrufen_stufe,+49921960,BRK-Ruhesitz
9CF9XYUB2K26FQ6U,,URFG8ZTHM5TT3YVH,anrufen_stufe,+4956228010,GAMA Altenhilfe Zentrum
ERTABT4JYFVXXDV7,,W7RAA3G8EU4CQUBY,anrufen_stufe,+493884121645,Haus
,,,,+495322789410,
,,,,+49882194347101,
BBJFY6ZFNWVKNJBA,,A5PQP6M6JN3DRED4,anrufen_stufe,+49552394510,Tannenhof Fachpflegeheime GmbH Haus Nobilis
BNM9Y5TKCW63URQV,,URVKKCS2BMNYNJ6A,anrufen_stufe,+492191463600,CBT Wohnhaus Katharinenstift Altenheim
,,,,+4964289304904,
,,,,+498611716400,
,,,,+492653988106,Senioren Domizil Eifel
,,,,+49511571111,
,,,,+4939443623125,
GG5JPWSDEKWECU6T,,KMEU85FE7RCF7UX2,anrufen_stufe,+496984005255,Altenpflegeheim St. Elisabeth
GA6SJJQ6FUJUW2LG,,VN8JADPCH4PXHCPN,export_negative,+498378960440,AllgäuStift Seniorenzentrum Buchenberg
XJ5JBTBCYGFH3ZCM,,3Z3ZFUS8XVRV744C,anrufen_stufe,+49569299650,Seniorenzentrum Wolfhagen
,,,,+4985059170,
,,,,+4961513075260,
,,,,+499191700715,
,,,,+49361590590,Arbeiter-Samariter-Bund Regionalverband Mittelthüringen e.V. 0361 590590
,,,,+49261963470,
GETSR56FM4HWXTQA,,MLMZBESWH8P82L6H,anrufen_stufe,+49374623740,Arbeiter Samariter Bund Altenpflege Wernesgrün
8HVRA6U59WMKVEXR,,DG2D8TASLJ88Q5GF,anrufen_stufe,+4923306032000,Parkanlage Nacken
EBMYM7FAME4PRBCZ,,YQXW636HXTBPEYR9,anrufen_stufe,+494087087337,Rosenhof Seniorenwohnanlage
,,,,+4964713130,
2UX2BKZS3PPF8SPT,,DRJLQ4Q7X7ERUDU3,export_negative,+4921128001744,Sana Seniorenzentrum Benrath
EJAVHVTQJTHVXC77,,U9GXB295X7M9A3AZ,anrufen_stufe,+4953418080,Haus Lange Wanne Barbarahof Seniorenpflegeheim
,,,,+498334981100,
,,,,+497219176162,
S53775CGKBLN73U9,,KUPWJB6L36L6RCD5,anrufen_stufe,+49243565330,Haus Herbstsonne GmbH & Co.KG i.Gr.
,,,,+4956357641,
,,,,+4968185784209,
MYWLEGNCKXSYMWSA,,AFVA93V8LLG3VRPY,anrufen_stufe,+49467191200,Feddersen Ingeburg und Kirsten
X5Z8UYMC9PJS3WH2,,H5JNG9VK5T9YNXCK,anrufen_stufe,+49611986540,Haus St. Hedwig
J5RP6NKNWDGB8XPP,,BFLK9PZCNAEK86GV,anrufen_stufe,+4977048080,Zweckverband Pflegeheim Haus Geisingen
DWQFXRMD6ZBMBXN7,,E993QFF2P7845MMA,anrufen_stufe,+4941552084,Seniorenpension Büchen GmbH Sabine Hecht Senioren- und Pflegeheim
,,,,+49910350090,
,,,,+493975167113,
HVQHPFAV3XZEN2C9,,GQU33LMBHLBA8WQP,anrufen_stufe,+49878194260,Spitalstiftung Pattendorf Haus St. Josef
,,,,+49221878994,
,,,,+49404804239,
,,,,+495139986314,
EB9HCHCD6AX7VQSE,,R58PGVTGK2T9YAFW,export_negative,+492855290,AWO Seniorenzentrum Altes Rathaus
L2X6HFJG89QQS3PY,,BPZQSUAJ9VGWAZZV,export_negative,+49227183750,Haus Sandberg Seniorenheim
,,,,+493922268520,
XQXCKHXQE6BCARY5,,48J5XC8N9RU5SXAD,anrufen_stufe,+499575981530,ASB Weismain GmbH Seniorenzentrum
,,,,+49511560700100,
HF9B5E8D5Z57VRGG,,BXQYHRHSDBKR4BNF,anrufen_stufe,+49221966490,Herz-Jesu-Stift
JVQ62FC85QJGA2SE,,42T57NGF7HK7BGQZ,anrufen_stufe,+49416159655,Seniorenresidenz Wohnstift Buxtehude GmbH
JKDPSYBJQJHVKHH5,,36US9LQ9K24D8ZLL,anrufen_stufe,+493091425193,Roy + Utke Pflege GmbH Seniorenheim
,,,,+49228556410,
F56UTRLMHMSMJ5AR,,N7EEUBCJVVG2N5TQ,anrufen_stufe,+492236962100,Altenheim Matthias-Pullem-Haus Altenheim
RZ92PLC4KPL3U3SK,,FV9EVBALJ2KG2TH8,anrufen_stufe,+495205160,Frieda-Nadig-Haus
,,,,+493774265141,
AEKP3ZAQD88P9UYK,,5JK8X4W4SWM8GBF5,anrufen_stufe,+49237317905,Seniorenwohnpark Menden Hansa - Gruppe
5HGAR9KWJEHQ38MU,,NV5RXJ3ZZER6N3R2,export_negative,+49711252620,Seniorendomizil Haus Martin
WKZ89EVQKAADY7A3,,VHHFPXNG8NXKURU7,anrufen_stufe,+497131598170,Haus zum Fels Alten- und Pflegeheim Flein
,,,,+494328170460,
6FVNAWSMZLNLQC57,,UGL2KABGYNAN3SRX,export_negative,+497442123001,Haus am Kurgarten Seniorenheim
,,,,+495115389580,
DF8QVGTGBXX4V6KC,,VR8MVRSNERRKJXQM,export_negative,+4929219500,SZB Bad Sassendorf Altenpflegeheim GmbH & Co. KG
,,,,+496232221847,Diakonissen Speyer
9P5WLTXKT3BWX27P,,R3THULA8GLJVZCHD,anrufen_stufe,+4979314950,Ev. Heimstiftung e.V. Eduard-Mörike-Haus Altenpflegeheim
A8YWZ6C653K3489X,,YTN3HC86LPC9APB6,anrufen_stufe,+4922241830,Parkresidenz Bad Honnef GmbH Altenwohnheim
,,,,+497527954643,
,,,,+49216612860,
C5QF6QYGQUY7EUJU,,2BPWH6XG22FWLAQ5,anrufen_stufe,+492661915780,AZURIT Pflegezentrum Wiesengrund
7JGPFUJUB3AQALTY,,CCGK5RUE6ATZUWZP,anrufen_stufe,+4936319130,Jugend Sozialwerk Nordhausen e.V. Geschäftsführung Verwaltung
BW5VZPCVPJKKWPPQ,,DDEJR2MXJAVD7HUW,anrufen_stufe,+49512680090,Alten- und Pflegeheim Landresidenz Algermissen GmbH
YJQTCMTCMQ8TRZ5X,,SLCSL9VTYXGT3KJT,anrufen_stufe,+492166256000,AWO Seniorendienste Niederrhein gGmbH
N6PUUWSP897KTZPU,,5RKLDY6GB9MBMFLY,anrufen_stufe,+492635922000,Seniorenzentrum St. Elisabeth
,,,,+492363567870,
H29QPC5DV466BMQJ,,9GBHBNFGRLEQWAUD,anrufen_stufe,+49308500030,Evangelisches Seniorenheim gemeinnützige GmbH Rezeption
,,,,+495112894450,
DVT46QABZ7D8BYWM,,MWHJZPCJN3LSKCUD,anrufen_stufe,+4950329600,Residenz am Rosenkrug
,,,,+494361508040,
G5LSE2MW95F65DQW,,XYNM5LGDTRXVVGTF,anrufen_stufe,+4956625090,ad homines Betriebsges. St. Valentin Felsberg mbH & Co. KG
,,,,+4963315430,
LNNAKHH7JKF9Q9TY,,NJ58BR92V2D592HV,anrufen_stufe,+49723142510,Goldene Pforte Seniorenresidenz
CT74SGSUKRB2J93C,,GDZ9Q5F6HHJ5G3KC,export_negative,+4976448010,Kreis Seniorenzentrum St. Maximilian Kolbe Betreutes Seniorenwohnen
,,,,+49891260050,
HL4Z7BPDABPJWSGJ,,2BC6TWRQGYFSUHGE,export_negative,+49951982813,Ambulante Tagespflege der Caritas
,,,,+4942146830,
898BHT5FBRH87JG7,,J74TTY9BMBDY4SXL,anrufen_stufe,+49713192140,Richard-Drautz-Stiftung
UHXSX6MC2RJ7WE87,,HMHLRV3TDV94JYSK,anrufen_stufe,+4943287260,Altenpflegeheim Rickling
J386WMAZWNCCNCP3,,GGBJHLFK5SZVFNT8,anrufen_stufe,+4955158262,Bode Alten- und Pflegeheim
,,,,+4994317520,
,,,,+4989547140,
,,,,+495247925612,
,,,,+492349359221,
KEHVQVEJ5W5SZV6S,,V6Y2PDM4G6A3T72L,anrufen_stufe,+498324953000,ASB - Pflegezentrum
,,,,+493760288113,
EEG6J5V7E62NLYCJ,,PZFGX2L8UJZJSCBV,anrufen_stufe,+49527336090,Seniorenhaus St. Johannes Baptist
7WJYWQXWVKJSV6GS,,7PZ29XM9E98RZA49,anrufen_stufe,+4933423091400,ProCurand Seniorenstift Neuenhagen-Hauptstraße
U677H62XCJRTH7PC,,K4VGSV9FL4W2QAV5,export_negative,+4922844990,Ev. Altenheim Theresienau e.V.
DXDKJABW3TZTCZDY,,VZEZMWN8UPBUQBN9,anrufen_stufe,+493912598720,Seniorenresidenz Vogelsang
,,,,+4942022020,
8TTUPJCDJ3FRGKR9,,3Z4U3QJGRHAFLLSX,anrufen_stufe,+4953725336,Haus am Schaperberg Alten- und Pflegheime GmbH
,,,,+4989232366880,
,,,,+49401818829015,
W9URX79DWERCND97,,YX8SQETCZMBWXPMK,anrufen_stufe,+4962201554,Ella Seniorenhaus Veigel GmbH
,,,,+49233444250,
E2FJUZNGLWV6EGY6,,LV4JPMHJ7VYKEU2C,anrufen_stufe,+49308979120,AGAPLESION Bethanien Diakonie Seniorenheim
DCXP7G6ZWEQZN72S,,ERAVJXVM8ZBQZXH9,anrufen_stufe,+49432149050,Senioren-Pflegeheim Haus Schleusberg GmbH
,,,,+49625398970,
,,,,+4939732291910,
,,,,+494561540,
,,,,+493920969000,
R7FU6NPHS6SS4E9M,,VQL6Y4Z6USH9C2F3,anrufen_stufe,+49584697920,DRK-Kreisaltenheim
TK2YBDGHVPCW7V8E,,QC3YXARGYTHGRDT8,anrufen_stufe,+495373979600,Sonnenheide Seniorenheim
HRRFQ6CWAHFN3GSN,,NQJ6CBT2P8M4SDYA,export_negative,+4920189695,Adolphinum Seniorenstiftung
,,,,+49365112790,
SCVT4FDJM8AXDKFJ,,P7NEG6WRCAB9UG3Q,anrufen_stufe,+49644334040,Zum Schönbachtal
Q4VB9W7JS3FZQV6J,,VDW8S7MKX6CWFR8T,export_aufzeichnungen,+49297297130,Haus im Lenninghof
,,,,+493678455288,
,,,,+495251130920,
C62XEAF2MD9VDRU7,,BVH7DGKGGKQEN6PV,export_negative,+49286595700,Seniorenhaus St. Martin
,,,,+493834892440,
XT8G5U8P69EG3SFR,,WQQS6QNJCAH6JL7B,anrufen_stufe,+49751790620,"Ergotherapie im Seniorenzentrum Weststadt, alle Fachbereiche"
,,,,+493372444960,
GQ7QR89FYRGE222K,,XTVUGQELSPKZ2LCH,export_negative,+496842510960,Seniorenzentrum Haus am Berg
FEAHRP3L2ZYZKFD4,,UZC9ZAXPTB8JEY44,anrufen_stufe,+493843855130,Westphal Betty
TYE72PWC47UYHVDX,,4QLUSA9E95L947AC,anrufen_stufe,+4941414263500,Stader Betreuungsdienste gemeinnützige GmbH Seniorenheim
SL5FSDTSUU25FRYL,,KKX627Y32C5ES8LA,export_negative,+497445851180,Seniorenstift am Kurgarten
,,,,+493339730,
,,,,+493052110,
,,,,+495621794877,
,,,,+494131981100,
,,,,+492095130510,
E3XN2SF5XAB2FGL9,,YWQGCL9ALH553QTP,anrufen_stufe,+4925176060,Maria-Hötte-Stift
,,,,+493361567120,
YCAHK5N7S5UENMSR,,LVRQX9LBN4CMXWD9,anrufen_stufe,+493320150700,Seniorenresidenz Seepromenade
9YEF9AE2PWW4F27N,,45B4AEB6Z44XH5DM,anrufen_stufe,+492143106721,Doktorsburg Altentagesstätte
XXS3ALTL7XUF9RE6,,CZJTHA3ZCKWAK9XF,anrufen_stufe,+492861891410,Schweers GmbH & Co Hoch- u. Stahlbetonbau KG
SJT4A567AKM5YEXD,,NHEC83F9EG5YJV5C,anrufen_stufe,+49493391840,Hansa Seniorenzentren GmbH
93M86Q5ZUW8VS4KV,,THAUB2CWGK8REAH6,export_negative,+49723196600,August-Kayser-Stiftung
H8JBE9X3WYRFVWP6,,3VV8T6ZYXKE6BDKA,anrufen_stufe,+49804176590,Marienstift
X55SMZLQDZQT62KZ,,TEX4SK7E6QQ33835,export_negative,+4997171480,Rosenhof Seniorenwohnanlage
9DMDKSCDHF93E7HD,,BSJS4TKTYN4RSL38,anrufen_stufe,+4961429558100,Martin-Niemöller-Haus
ZLFFZ9CS33RSVP3N,,HYMGWTTZUNFVV339,anrufen_stufe,+4933606786699,Seniorenheime des
DN7WDW6YCGKNAKNU,,M98NDV9C2DZZWVXS,anrufen_stufe,+494213300450,Convivo Park Oberneuland
8GV8AMSU2TJV8T3V,,FVZT92C2G27TZD8T,anrufen_stufe,+4944038190,Residenz zwischen den Auen GmbH
2RXK5U64UECEA7CH,,DP3VR9HAZMF9X4JC,export_negative,+492331367370,Seniorenresidenz Vivaldi oHG
,,,,+49250630460,
PU3K83PVZLXAJF8V,,XEKZLM83QNZSKHET,anrufen_stufe,+499955933180,ISAR WG
,,,,+498001906090,
,,,,+497514007125,
XGS2P2TMSA7T2RNR,,HCW2YRN8FFDP7EA9,anrufen_stufe,+4939453418,Hospital St. Katharinen Altenpflegeheim
EVBUGSYDJPZXRQRD,,KSM3WCVWXMQHWXGL,anrufen_stufe,+4920186756810,Nikolaus Groß Altenwohn - und Pflegeheime GmbH
,,,,+493695609201,
,,,,+4991189101000,
,,,,+4974225690,Franziskusheim Altenzentrum Senioren- und Pflegeheim       07720 6929530
,,,,+49401818824801,
,,,,+4960552067,
,,,,+4941417600470,
9GNJWRWXTDWNETKG,,YE7UM928H4KGJBXC,anrufen_stufe,+49809587560,Seniorenzentrum
UC5EJDH8ZSEP2AX6,,QB263A5HTBARZFKJ,anrufen_stufe,+494218989790,Seniorenresidenz Rotbuche GmbH
,,,,+49304092516,
PVZY46TEZHNJWNE4,,GE3NMCJ25BT4JCNL,export_negative,+49704195340,"Seniorenzentrum St. Franziskus, Paul Wilhelm von Keppler-Stiftung"
,,,,+49401818873076,
4VRQNQNTZECX3YQS,,XEHBYN24VEERWJKV,export_negative,+497441860150,Pflegedomizil am Kienberg GmbH
EZFG6VYHUR2CVUCH,,TWRWGUATC2PAFZ4X,anrufen_stufe,+4991189105000,Fritz-Rupprecht-Heim der Arbeiterwohlfahrt
,,,,+493321421130,
,,,,+493901301529,
8G7C6TPQEZ3LA8UW,,2DY9HY5ZULNNY5UB,anrufen_stufe,+496782104103,Haus Schönewald
AFT9RMCPEWPXAADL,,7D27F6G3KAMJ9STC,anrufen_stufe,+4936797760,Maternus Seniorencentrum Angelikastift Neuhaus
X8UY8YUK4SBYVMJF,,6QVNR8HGBWJMXZKW,anrufen_stufe,+492294698620,Senioren- und Pflegezentrum Lichtenberg GmbH   02294 6980
,,,,+495105528631,
THMBP4QP5DEQ7LKD,,97T5CX8P5CLELJW9,anrufen_stufe,+49620139490,Schmidt GbR Altenpflegeheim
KDJB3VK8UKWEPNT6,,829FXBE5YBQY98QQ,anrufen_stufe,+496173934450,Rosenhof
L6R92HNZ8BMR32KR,,TDFWFR5EWRD9ZRC3,export_negative,+4928539110,Marienheim Schermbeck Altenheim Caritas Marl Seniorenheim
XT777UYXCHUWF7MD,,W87FG946SJ5ACMYN,anrufen_stufe,+49751560690,Seniorenheime  -  Haus Judith
,,,,+4962158674350,
UTRF7ZW8WAZY4RF9,,T5Z42XJGMFZ2P5XK,anrufen_stufe,+4930627240,Pflegezentrum an der Wutzkyallee GmbH
