$id,$ref,$version,$task,phone,company
DVNH5CDHPBJPZ9VR,,X5AHH3DE776H82UL,anrufen_stufe,+495724399090,Kreisaltenheim Helpsen
,,,,+49393164890,
,,,,+4951196609041,
,,,,+4983829435091,
,,,,+4917697550,
,,,,+495615077126,
,,,,+4955291037,
UY79BEWLVHHLVV7K,,VEUYC9KJ625M9QNL,anrufen_stufe,+4936159059400,Arbeiter-Samariter-Bund Regionalverband Mittelthüringen e.V. 0361 590590
,,,,+492349140298,
EFH6G7AMXVUUYSLY,,JKN8QDQTEHH2PG47,anrufen_stufe,+49201643920,"Deutsches Rotes Kreuz (DRK), Kreisverband Essen e.V. - Seniorenzentrum Freisenbruch"
,,,,+49492191490,
J6NJ3Y6DAQRFVUQS,,4HAUAJBJEEDFHKYW,anrufen_stufe,+4936758240,Annastift
,,,,+49926162150,
,,,,+4925629151115,
,,,,+4939160751252,
,,,,+493923485539,
EZ3LW66JRCN7W6HA,,53L82MJJQFHLAYKQ,anrufen_stufe,+4989697790,SRM Senioren-Residenzen Verwaltungs GmbH
Y2XT7UXH7WQYRZ3G,,T2X6SJ47WYMN3FBT,anrufen_stufe,+49452470607333,Residenz Klingberg Seniorenheim
,,,,+496142881125,GPR Medizinisches Versorgungszentrum Rüsselsheim gGmbH        06142 884500 (radiologie)
39M6R9P7X7HP6HUX,,RUTHDPNDRQJ94RRD,anrufen_stufe,+49631205720,Seniorenresidenz Westpfalzklinikum
,,,,+495761901000,
,,,,+4915118823051,
,,,,+493381366955,
B46PS75RVLBXVTZN,,WAN9PZ8WHZ7F8L7N,anrufen_stufe,+49287121930,AZURIT Rohr GmbH Natürlich
XND7R3SVCFNBKE97,,4ANBN6B7HTA7FCGB,anrufen_stufe,+492088826430,Haus Gottesdank
,,,,+49873392110,
,,,,+492822733001,
,,,,+49511676861001,
,,,,+494443979678190,
,,,,+49223496621172,
NU2L4XLTD8F868YY,,2NUG39RJVELGXQ53,anrufen_stufe,+49940795780,Altenheim Bernhardswald
,,,,+49377237166190,
TSL2TFWJ78P5Y539,,RMMV54A5V4R9U5NH,anrufen_stufe,+498681696400,Altenwohn- u. Pflegeheim
FVWMZXP26N9NXR8E,,P8MXUV9F7XX28LCD,export_negative,+49258266970,St. Magnus Haus
GNKQ23XFBCWKMAKD,,NS7RZAMLUW3G9T38,anrufen_stufe,+49377350590,Pflegeheime Johanngeorgenstadt gGmbH
QEX3EXCENDP7E63C,,YH59RR8YNVXPTECE,anrufen_stufe,+49511590960,City-Park-Residenz Langenhagen
TYRP4Y7S4B8HDR7D,,MSKD5T3CWGGE6X94,anrufen_stufe,+497031735300,"Seniorenwohnanlage Bären Eck, Betreutes Wohnen"
,,,,+499128739190,
6U3ZGNMRPTWHUAG6,,AM6ERWYV2SK9RXCU,export_negative,+49610398060,Johanniter-Haus Dietrichsroth
FF6Q7AC7ALSLSW7N,,EB6WTYHEXN6B6924,export_negative,+49962592000,BRK Seniorenheim St. Josef
,,,,+49898208140,
E6BAJBV42TWRL67Z,,TC6R8HBNQFRC2537,anrufen_stufe,+4956564432,Seniorenzentrum Waldkappel Haus Anna-Katharina
,,,,+4951412789203,
EKHRSSPM7VH2S5DV,,6Y5GCMLVKTWL4AD4,export_negative,+4991121531400,Senioren-Wohnanlage Platnersberg Pflegeeinrichtung für Senioren
U9HTYKRSU9R3PWNT,,8K7KGA59MR3BV9DV,anrufen_stufe,+498552974400,Rosenium XV
TY4CZUG63TZJ2LB4,,MJZ7HUBA4NTP6Y9Z,anrufen_stufe,+49408972560,Cura Seniorencentrum Bergedorf
,,,,+493374882391,
,,,,+4941837990,
WD6ZVK6ZEARVF7TF,,NDUEZTQ44YTXMDQX,export_negative,+4921026180,Deutsches Rotes Kreuz Schwesternschaft Bonn e.V.
7BJCCZ7LWV5KA9YB,,Q5N72EKTTCEBZARH,anrufen_stufe,+49535158580,DRK Pflegewohnhaus   05355 910900
,,,,+4939415664319,
,,,,+493040920,
,,,,+4940380212720,
,,,,+49421427796118,
E3D63PNE9R96DKJ8,,KZWECFLZF2Y9M6N7,export_negative,+499841912555,RBW Seniorenresidenz Bad Windsheim gemeinnützige Heimbetriebsgesellschaft mbH
92QDA5UA68658T2Z,,D2FCSGXDHMU8YK3M,anrufen_stufe,+4924329334960,Casa 2 wohnen & pflegen
,,,,+49225171065,
,,,,+49401818827208,
,,,,+49644293410,
,,,,+4980399072011,
MRULZKMY4MD7ZAJK,,9PHADDMFTWP5ZVF7,anrufen_stufe,+49441340060,Seniorenheim Meng
NFCNJT97NVRJ3K6E,,V7NTKQ2XZRMQY659,export_negative,+492349733164,St. Johannes-Stift Alten-und Pflegeeinrichtungen
,,,,+493022192331,
Y3VJRM7KVW2TR54P,,AU48P8GAYA9HFSQY,export_negative,+4927616080,Wohngut Osterseifen
,,,,+49496194830,
,,,,+494072545450,
PHPLFVPNAQJAMN8K,,TRXCJR3UFCYJWL7U,export_negative,+4968721500,Zur Mühle
,,,,+49401818864967,
,,,,+4967236031999,
,,,,+493051589100,
4UT6LLQP5R8AU4AV,,W3VD5P36WL9U3E5Z,export_negative,+49707292920,Ev. Altenheime in Baden-Württemberg gGmbH
JFDMA4UFEAE8PVMJ,,PW4TRM2PNWNENUM3,export_negative,+497822789870,ASB Seniorenzentrum am Ettenbach
74D7T9M52PZX9SNU,,EL7AZJZ6LMTQFEHB,anrufen_stufe,+495181807130,Senioren- und Pflegeheim Lamspringe GmbH   05183 941000
5DFMFTRJKGFMBJHH,,GD7Y2Y4CQFHPRJC7,anrufen_stufe,+49388253010,DRK Wohnanlage
,,,,+492553726390,
B98BVWW9VX3XTW4A,,FG5BUN7L2JSVJSHL,anrufen_stufe,+494209919525,Seniorenpflegeheim Haus am Schwanenberg
,,,,+4915146774724,
,,,,+49791751284,
,,,,+492504600,
Z9M54T2TEWCU6RZ8,,QF552AY86PY6Y56V,anrufen_stufe,+49514194860,Johanniterhaus Celle
U68HCLD7KFTZW2HX,,8692KH79BL7YLLYP,anrufen_stufe,+497123949106,Evangelischer Diakonissenring Metzingen e.V. Altenheim
W7542UKPW3RWJ57C,,MK7SYUZJH72DSVCN,anrufen_stufe,+49622230450,Römergarten Residenzen Haus Melchior
,,,,+494031970,
,,,,+492287673290,
,,,,+49251915554000,
,,,,+4946219892917,
,,,,+494961198810383,
RYMAWHECHG8HXXPT,,S7JLXGGDCJZEPXTA,anrufen_stufe,+4962167191190,Städt. Alten- und Pflegeheim Friesenheim
,,,,+49213152915982,
,,,,+495722200181,
GPQWVKJE6DT7KBGU,,DQT77ZS7MV54F97L,export_negative,+492723100117,Alten- u. Pflegeheim Haus Sauerland KG
9WKXT88PNDVZW9BT,,6A5K8DFZPCQUG6BL,anrufen_stufe,+4992523507330,Seniorenhaus der Diakonie Helmbrechts
JUHYE3YJYR88NEJM,,2RK8BP546279MR2E,anrufen_stufe,+4976239670,Bürherheim Rheinfelden
ZELKYSVWG9BNR5RS,,WQGZ8HZ8FQ9C3KSV,anrufen_stufe,+492161811960,Altenheim Eicken Altenheim
,,,,+494406939921,
JFEY69BBWQUN9Z9X,,FUG6ZKYSFQZ9Y7GV,anrufen_stufe,+4924521070,Alten- und Pflegeheime St. Josef
,,,,+49228377250,
,,,,+498161603122,
EMJKZG6N75V7ZHYV,,82VF5RWWJG6NQGY2,anrufen_stufe,+4929213560,Adolf-Clarenbach-Haus
MUH2EHHGML2SK2SG,,MKYTBPZEMJ8A2NVG,anrufen_stufe,+4962187910,Maria-Scherer-Haus Seniorenzentrum
,,,,+494141970,
,,,,+4951303032,
B6RG42R2JBMMWS9D,,386PREKTS386DSXF,anrufen_stufe,+49359552040,Westlausitz Pflegeheim & Kurzzeitpflege gGmbH
WH4B5YKG7P2XQ6GN,,KYVN5TL9KHEMJGMD,anrufen_stufe,+4937627060,Pflegeheim Rösner
QJDUZXFH9YAPWQFE,,42MVBVK645X7VWVA,anrufen_stufe,+49281338410,Martinistift Altenheim
,,,,+498036908510,
,,,,+49234431320,
8CWNVJYCDUG8DK26,,NA7DF5WABVUHW5E2,anrufen_stufe,+49407549550,Malteserstift Hamburg
R7SWUQ6YWDHWAG96,,LYGXMD4VFBZCUY7V,anrufen_stufe,+49369617070,Seniorenpflege Parkblick Bad Liebenstein
,,,,+4950668191003,
,,,,+49532253678,
8ELXMPG76VS7PDNK,,9MZX3KNSMX2A2CZZ,anrufen_stufe,+4977615550,St. Marienhaus Alten- u. Pflegeheim Seniorenheim
U3Q69EW3SRCHQK52,,GY8NEKSM4JL3CQHL,export_negative,+493617842100,Senioren- u. Pflegheim DRK Albert Schweitzer
CFRU8B2ZS2AFY223,,MXS533VSDVLZC8D2,export_negative,+4996659160,Seniorenwohnanlage St. Stephanus Edelsfeld GmbH
,,,,+498962113010,
,,,,+494952920350,
FPALL5DAZGXCAPW6,,SH2SD8G7Q3ZDEWCG,anrufen_stufe,+491741905218,Altenheim - Sun's Seniorenpension Pflegeheim
,,,,+496221720022,
,,,,+49643293470,
,,,,+497131594280,
BFJ4QY2L8SSW2LS6,,GW7S9SLK83M4XEPY,anrufen_stufe,+4915150940701,Bergische Diakonie Aprath
VQRJWAFCAECL2VM5,,4QCZR9UFDWY3F9LE,anrufen_stufe,+49908125910,Donau Ries Kliniken
,,,,+496815009918,
ZZ8YSK3DY27FNS99,,YSVCLE2BP7G4MHJE,anrufen_stufe,+497475950040,"Altenpflegeheim Haus St. Georg, St. Anna-Hilfe gGmbH"
9MWNVQZY7JSJK8B4,,XWZBNJ3XA43TZUYP,export_negative,+49236591040,Philipp-Nicolai-Haus
,,,,+4953539110,
W9CR8U2ZUSQYRVWE,,6AX9RM6D3J9YFYU8,anrufen_stufe,+493526753631,Wohnbereich 1
,,,,+4963846308,
9CL9P4LHNUW224PG,,5VGUWMXE2KUT2MD4,anrufen_stufe,+4941319880,DRK Kreisverband Lüneburg
N2F8QP7JKSJ24RLM,,9SZ8Q4QEGXHTTQ7N,anrufen_stufe,+4941037052000,Seniorenresidenz Graf Luckner Haus der vhw
,,,,+496920000710,
,,,,+494072575262,
,,,,+49238288980,
GVWY59SC5WXRNMPM,,S9Y2USG4QA86UB5C,export_negative,+497161156590,Ev. Heimstiftung Württemberg GmbH Seniorenzentrum
XEF7J5YGA4GPN3WZ,,JXA264EH5Q9Y5MLP,anrufen_stufe,+493021300270,AYANO Club Tagespflege für Senioren
QB5V52W4WKVCSMCE,,2EVWQMCJ5NRNQ4ZH,anrufen_stufe,+493998203004,Gertaudenstift Pflegeheim
UBYN7PTSW38G9ZHB,,43C7472G4JWJZRF7,anrufen_stufe,+492151736122,Heinrichstift
,,,,+492203350,
,,,,+49231895030,
JBX7VB4G7QW8QLWT,,KR5DM9KEN5H99TE4,anrufen_stufe,+49441925570,"Diakonisches Werk Oldenburg, Büsingstift - Das Haus für Senioren"
CXEBUUXMMAQ472VK,,8YVKLXQ8YMF9FEJ9,anrufen_stufe,+494346415300,Haus Dänischer Wohld
,,,,+4921174980,
DK8KDUECCEXX8MK6,,EDN93HHEWSGCA4XF,anrufen_stufe,+4981666339,Senioren-Servicezentrum e.V.
,,,,+4968389026450,
,,,,+493581464112,
,,,,+4923668897001,
,,,,+4971121689536,
YQ2ZMUY6YAKP9N7X,,BWA6HMN8P2BRAJSW,anrufen_stufe,+4982439933550,Umzüge Schumacher GmbH
7MSW2KPYYBLKHLGN,,U6RTY3LBEWBJBY7N,anrufen_stufe,+494413902190,Seniorenresidenz Seniorenpflegeheim Hundsmühlen
LWLYPHU39F6KDQ9C,,VLBCQMMLYCNHWQMM,anrufen_stufe,+49231477981141,Seniorenzentrum Brechtener Heide
7NJJWBVZVUQTTC7Q,,UZYDL49S6BXGBJXF,anrufen_stufe,+492219405230,Seniorenhaus St. Anna
TN72PCXGKWCK4SXF,,39WYJTKTWFSVAM2R,export_negative,+4985193107411,Heiliggeist-Spital Seniorenheim
GU7MBEE57M888EQL,,N43UBDPF6YZDSYCK,anrufen_stufe,+496272929170,CASA REHA Am Michelberg
L5WT9T6WM7YXDHLW,,WNJKR6L5PTVL3G84,anrufen_stufe,+49941504030,Altenheim Johannesstift
,,,,+49412150468,
TAYMHHUAQWNCS7LC,,UNDCM2RGVA82HBDX,anrufen_stufe,+4920185461005,Altenheim Deilbachtal         0201 85462500
,,,,+494215599392,
,,,,+4961716989000,
,,,,+4922119212,
KUMUPBQPTCB8EPWQ,,T97JCNYRD8BQQH2X,anrufen_stufe,+495151823890,Seniorendomizil Riepenblick
RU5GKCXNAB8KLXKZ,,CWQ577HQUSD5YB2X,anrufen_stufe,+4933277880,AWO Seniorenzentren
,,,,+4953213964000,
,,,,+4951116841949,
,,,,+493081810219,
,,,,+4938326520407,
,,,,+495861985580,
,,,,+498151180,
FS7K3A9XQWNREXGM,,VX8X8ZAY2JENZNJZ,anrufen_stufe,+4933062027200,DRK Kreisverband Gransee e.V. Senioren-und Familienbegegnungsstätte
,,,,+49753499910,
,,,,+4926539130994,
,,,,+4939325707100,
,,,,+493606661119,
,,,,+495043401310,
EZBYTHMA7VQNKXAW,,BET57WT599QMUQ2T,anrufen_stufe,+4930430959460,Cafe & Restaurant
,,,,+4921122993000,
,,,,+49616791330,
,,,,+492289266988,
TW9ECDCF528QFP8F,,75HLEBMF364Y5SPQ,anrufen_stufe,+4946218559707,GPZ Katharinenhof-Flensburg
,,,,+498962020160,
,,,,+49401818811401,
,,,,+49634861020,
,,,,+4945249090,
,,,,+49390802177,
GVDU9Z5NKW3DLAT9,,TASNHK7NCT7BMSK2,anrufen_stufe,+4951212835784,Seniorenwohnpark Giesen GmbH
CCPMRJYPKXJE8Y6D,,W3FBBZ3CPXQ3RQBS,anrufen_stufe,+4991191967302,Senioren- und Pflegeheim St. Franziskus   08441 40581400
,,,,+4969455970,
FTKAGMPAK5GNJAGD,,JS7RWXATC6FEJVVH,anrufen_stufe,+49441950750,Alten- und Pflegeheim Bodenburgallee 51 gGmbH
,,,,+495619873,
,,,,+49698477880,
,,,,+492842929500,
EQLRYHNXJQRZXMYM,,28USDFCKBZA6ZP84,anrufen_stufe,+49522191480,Haus Birkenkamp
BY7JNX5HPZLH8KB7,,JHCEBH3GMZK69HBL,anrufen_stufe,+49252493270,St. Josef Haus
,,,,+498718520,
,,,,+493375526670,
N5YUZ93CYZGLSATZ,,CZBF9ERVRRZ4R3PK,anrufen_stufe,+49352255790,Pflege-Wohnpark Radebeul Einrichtung der Altenpflege
,,,,+49511270464588,
H6PVRMPCMG87F8WY,,JWKBBXAX47BHDBCA,anrufen_stufe,+4952144760,Seniorenzentrum Rosenhöhe
9E52QCYMR2VH27FC,,253THFAHYPAU4YMZ,anrufen_stufe,+499314601305,Antoniushaus
XSCMJDPF4WYXAVZ3,,LK4U5FCAHSZY6LQX,anrufen_stufe,+4942074545,Metzentin Senioren- und Pflegeheim
,,,,+495619364803,
X5WMP5LQ538MF82X,,EQGU4FF37QTGNQLR,anrufen_stufe,+493846420161,Seniorenlandsitz Schlemmin Griefahn & Effler GbR
4MAC62WM5SWS94UQ,,6MJB8KU6Z25FGB2Y,export_negative,+497117272410,Seniorenzentrum Salzäcker der AWO
9JNQMKFKTWTXYKMY,,A6QSA3M782KMQ547,anrufen_stufe,+4942986997952,Cura Häuslicher Pflegedienst Lilienthal
Z6HH5YRCNYA9GXXS,,62YKRHVASGXHDSNZ,export_negative,+4970716040,Pflegezentrum Luise-Wetzel-Stift der Evang. Heimstiftung e.V. Altenpflegeheim
,,,,+498161243000,
FULT77YZGS5NAZHZ,,J3B4MHST95D2T9MC,anrufen_stufe,+4943228873952,Tagespflege Seniorenheim
,,,,+4936020886815,
3B7A8HV387FRYJND,,YZSE5SKSH2GVZRAT,export_negative,+49367838660,Pro Civitate gGmbH
,,,,+495325528920,
,,,,+4973539844400,
,,,,+49412296600,
XJZUUGU246S7B9Y7,,UUDSMLLJLTGQ2E6Y,anrufen_stufe,+4957243990083,Haus Bergfrieden
,,,,+4952222399036,
8JSVB7KFMPRH7THQ,,658HJUBCR7KRLMZ7,export_negative,+49201946110,Altenessener Seniorenzentrum
,,,,+491622915716,
,,,,+495522909160,
,,,,+495371804200,
,,,,+497541927203,
R8NTBLXFHYYQAJ3P,,R4R9GVUY2ACKV5QF,anrufen_stufe,+497191146100,Bürgerheim Pflegestift   07191 32310
,,,,+492773747112,
,,,,+4921238382951,
ZMPJMG2ZHEK3PCSV,,46GA7CJRGJDAHT3L,anrufen_stufe,+4936912918512,Verwaltung
PD429UQZ4BNXGZ4N,,8TZQKV7VTK9PQ2U5,anrufen_stufe,+49725196550,Haus am Wiesengrund
,,,,+495331801910,
,,,,+4926049180,
,,,,+493374880,
,,,,+495605945200,
V2FK532MDE5WW9V5,,K88FH7PXDM3UF943,anrufen_stufe,+4940685713,Haus Marienthal Seniorenpflegepension Seniorenheim
W575SRX6GGJCB3MR,,SY2NPBFWA867WWFN,anrufen_stufe,+4955208109,Seniorenresidenz Unter den Buchen
,,,,+49795154060,
,,,,+4939207848880,
AELUGAWXPS4G7D9G,,JB79XF5BU64HMYKT,anrufen_stufe,+49663196840,Alten- u. Pflegeheim Haus Stephanus
UWFYAKJDUU4HHQ8F,,HZZZVMMFCR9829RP,export_negative,+4999324010,Pflegewerk Osterhofen gGmbH St. Antonius
EJPTRCNWDV4UYEZC,,4RGWEQU763QYC6SM,anrufen_stufe,+495322559050,Senioren Wohnpark Weser GmbH
QXHKK6UXM86BVQUF,,FWLCFVKY2Y73MV9X,export_negative,+492431944509,Pro Seniore Residenz Erkelenz
AEGFYHKDCC2MTRZE,,3CL632MFSX6H7R94,anrufen_stufe,+49451290710,Cura Seniorencentrum Lübeck
Z22QKSU85Y3NZY6H,,Q5ZDZ9BADEFM3NJF,anrufen_stufe,+494542821618,Alten- u. Pflegeheim Park-Hotel Betriebs GmbH Seniorenheime
7WN8L2DBLN7AWSP5,,JPTP7X2LLTU4JZY6,anrufen_stufe,+49641922330,Altenpflegeheim St. Anna
,,,,+495344953970,
,,,,+493025766720,
GPR83K2DYV35CQD7,,WRT9MLDGMTJ3KERW,anrufen_stufe,+4937535320,Dienste für Generationen gGmbHSeniorenpflegeheim
YN895PP3CL8RE34T,,QY3GBP728WB9KWLN,anrufen_stufe,+4964651776,Haus Maria Altenwohn- u. Altenpflegeheim GmbH
W3U2TGAUYKXLBSQK,,FJ3649HMXP9PWAZ9,anrufen_stufe,+4939403929382,Am Zuckerpark Seniorentagespflege
NX26AGL5CSVAMEEJ,,ZY23CZDX9SH9UTQ3,anrufen_stufe,+495535573,Haus Elisabeth
X2CBUHCA9X839T3G,,6P2EWA5Z9PEPVQL5,anrufen_stufe,+495295986333,Seniorenresidenz Lichtenau
QDYAZ4VFSPDAAFXL,,JWJ7SP4E3F4NP9UC,anrufen_stufe,+4951116594135,Deutsche Seniorenbetreuung OHG
9NTCQMZ7YMKYUKSF,,7KYD3WQSRPU8P69Z,anrufen_stufe,+495136800600,Senioren-Residenz Bertram GmbH
,,,,+494221983490,
,,,,+493376666509,
,,,,+49410676750,
,,,,+49563389517,
RXSSV8XD37CYWUEP,,LCQELKLEBWELA88E,anrufen_stufe,+49451370070,Pflege Zentrum Travemünder Allee Pflegezentrum Nazareth gGmbH
CEHCGAABU5696AM6,,K8QSX53JMN2CEPVF,anrufen_stufe,+494718970,AWO Villa Schocken
,,,,+49711726360,
8LPT8ADPTCWRB6PK,,PG66QPDD9MSUFHWX,export_negative,+497131642850,Evangelische Heimstiftung Württemberg GmbH Haus am See
,,,,+4925139573348,
,,,,+49337734180,Evangelisches Seniorenzentrum   03377 34180
UQQ2URV3MFSYG3C9,,D46L9UZBAP9LSB5B,anrufen_stufe,+497319221032,Elisa Seniorenstift GmbH
,,,,+4975338070,
,,,,+4922029277412,
,,,,+49570793220,
,,,,+498985870140,
CAL784ZSTFS3AV27,,MC28NCAZWZTD33ZW,anrufen_stufe,+4985195586102,Amb. Dienste
TRDDWW3984GBKS3J,,3VY7GZCVSMT5V74N,anrufen_stufe,+4920433730,Caritasverband Gladbeck e.V. Pflegeheim St.-Altfrid-Haus
,,,,+495523952990,
MB52S9MCP9LDCDHX,,M6XQCH2NHZCBPGP9,anrufen_stufe,+4951365770,Kamshof Alten- u. Pflegeheim Inh. Mechthild Engelke
CAYA8UHHTPXVKTYH,,7UDQW6323FKTU5HY,anrufen_stufe,+4977218870,Alpenland Seniorenresidenz Am Kaiserring
,,,,+49884148789102,
,,,,+498161787480,
,,,,+4935925030100,
,,,,+498962020319,
NQBPE46MQCA6QPW3,,3DR64JGVD55PAZA6,anrufen_stufe,+49821486900,"Pflegeheim am Lohwald, Diakonisches Werk Augsburg e.V."
JHWFX99UU5BVVB6G,,N4PQEU52GF7XG22M,export_negative,+49719222930,Rosenfels GmbH
SG2MHB2TSLKF9ARV,,FK3VSFHHNN2KMZRC,anrufen_stufe,+4974329840660,Seniorenzentrum Albstadt
,,,,+4981369390,
SUWDGX455TBP9DM5,,NAD43253HRM2PEND,export_negative,+4962412105342,Pflegedienst DECUS
QCJE2F8TR4KTU8KU,,YHJ9QZV57ARZSNKC,anrufen_stufe,+49565174520,DiaCom Altenhilfe gGmbH
FK5SDSG64US9MYJH,,3BPZFYWHZDFZMM7A,anrufen_stufe,+49911980790,AWO Hans-Schneider-Haus
GS2RUXEJVV444TQR,,VGFFXBMU7RLC9UBP,anrufen_stufe,+49421478840,Anstalt Betehl Diakonie Freistatt
,,,,+49228367520,
,,,,+4923039670400,
7YAKLFB3D4XGK4UH,,9RXJX2QG83B8DZDS,anrufen_stufe,+4947189000,AWO Lotte Lemke Haus
,,,,+492632966017,
CD2W47WZY5YHZVNK,,NPDDGLTMC4D5KQJP,anrufen_stufe,+49758150950,"Vinzenz von Paul gGmbH, Haus St. Antonius"
G9MT9YZDCLWBN9GW,,KCL7LBHBMLR6PJJK,anrufen_stufe,+49934184710,Seniorenheim Haus St. Josef
SNYZEB3B2VAMQ3VX,,VY4HKAMFAMWEUUH7,anrufen_stufe,+497265341,Alten- u. Pflegeheim Elim e.V.
,,,,+4930475170,
,,,,+4936066614000,
3D7HQN9YJV9NH8NM,,QMABF85V8KFLBEAG,anrufen_stufe,+4926716008201,Franziskanerbrüder vom Heiligen Kreuz e.V. Haus St. Michael Altenheim
ZNPTRCGCWN4744XN,,AY7ZR6LBR5QMXQ8N,anrufen_stufe,+49276391430,Haus Westfalenhöhe
,,,,+495233702030,
,,,,+4942122301810,
,,,,+497725938212,
,,,,+4939469094444,
,,,,+495118603616,
,,,,+49401818852556,
RA4WJSUA2PRNLVMR,,YN6FCAJB7KCMG2RR,anrufen_stufe,+4926130060,AWO Altenzentrum
,,,,+4957617238,
,,,,+492336918000,
VVDMHPPBVUHFQACF,,CZC64CEDL5REX25Y,anrufen_stufe,+49675185750,Seniorenresidenz Felkebad
,,,,+4955087419190,
,,,,+496722901167,
CHKHNZ82U68MBRRH,,FQUMW83YZBKDW4N9,anrufen_stufe,+4921613088140,provita ambulante Krankenpflege
E4YDU2Z9AMGTFB9N,,3YWPVPF6WJ2YGKA3,anrufen_stufe,+4993180010,Seniorenheime Ehehaltenhaus und St. Nikolaus
D4W7M6WZNNMA6S64,,PYG6C8DZN7WGCZ75,anrufen_stufe,+493631651290,Landhaus am Schlosspark
,,,,+493615553370,
FSDZN4S5379245WA,,J2M62T5STP67CT79,anrufen_stufe,+4954741576,Seniorenzentrum Dielingen
,,,,+49401818848220,
,,,,+492162818230,
,,,,+4971419680,"Kleeblatt Tamm, Egelsee"
ZPU443535JQTB6CQ,,VTVMWRW9X8LFVJDH,anrufen_stufe,+49532134420,Kloster Frankenberg Goslar gGmbH
,,,,+495615077123,
GKF876CFEX5MJ74N,,4Q6XY3MFWJDS8KPS,anrufen_stufe,+49665591670,Stiftung Mutter Teresa
UTY3YPC3YL6YWGL8,,2MLWZ6Z98KFAEE8V,anrufen_stufe,+49228625054,Altentagesstätte
,,,,+495425955130,
KGQ4BYTFY8PFBWBK,,JAMPKYWNG4HJ8MH5,anrufen_stufe,+49504295580,Senioren-Domizil Privates Alten- und Pflegeheim
,,,,+4931312410,
,,,,+4925263001811,
TBSRA7HPBXJQA4GE,,KFJ72VVBASEQ239H,anrufen_stufe,+4956735013051,Philippsstiftung  Pflege-Service gGmbH
,,,,+496621182260,
,,,,+49615285950,
EEE8CQGWYEYY5RNP,,ALQJ493SMVJY4A5Z,anrufen_stufe,+49406756530,Altenheim Villa Eilersweg
CVFNBCS8J5W7U3E3,,UNFEF75B6WZXS9AX,export_negative,+49205410300,Altenheim St. Josefshaus Altenheim
8YWGPM322WPKX57X,,DUYHKPD5QBQMSH5D,anrufen_stufe,+494792989790,Specht & Tegeler Seniorenresidenzen Tarmstedt GmbH Quartier am Wald
,,,,+4926422070,
,,,,+49510552620,
3EQAXEQKQTTM3PRW,,CTQ2XGM6BRH9J4SQ,anrufen_stufe,+49665696260,DRK Seniorenzentrum Bruder Konrad
,,,,+494412291083,
W3G4CAP9UB6TTC7E,,P8ZYXFN5PSF25QX4,anrufen_stufe,+49814140910,AWO Seniorenzentrum Josefstift
E4CGQ5WP8WNJRJQF,,6HZTNLMK9ZYAAFAC,anrufen_stufe,+4926049760,Haus Hohe Lay
,,,,+4980628349,
,,,,+495535941414,
8WJRZCKWNTYN29HS,,XND49YA5DZVD4XU8,anrufen_stufe,+497328923900,Altenzentrum Königsbronn
,,,,+495218012201,
VUKAYF6C4PYATMDT,,KBJKY2WHQU9FUWU7,anrufen_stufe,+493909480070,Residenz Valenta
,,,,+4952026381,
98M2XL58HD7D5EYN,,UT5RNGJCSZ5UEHBN,export_negative,+499952909290,Seniorenheim Eichendorf GmbH
,,,,+4941551229000,
,,,,+4968818960625,
