cluster_id,row_id,who_reached,phone,campaign_name,reason_core,reason_free_text,outcome_free_text,confidence,evidence_json
0,e2a2c66650eca4579eef5cec43b65017822cf70e,,+4924175083300,Dexter  PLZ 4-9,time constraints,time constraints; agreed to check link,invitation to meeting to be sent,0.86,"{""quote"": ""Ich habe nicht so viel Zeit, sehr leid.""}"
0,05b9ce718933a2febad16bbd8e1ed3cc77e67e66,,+4977189868322,Dexter  PLZ 4-9,timing,timing; implementing own system,callback requested,0.9,"{""quote"": ""in der Umsetzungsphase wird aber noch mindestens drei Monate dauern.""}"
0,18b806a80f02a32387a0e6cd7a5ead6801a7720d,,+4922463110,Dexter  PLZ 4-9,timing,timing; needs team discussion,callback requested,0.9,"{""quote"": ""im Herbst noch mal reinklingen""}"
0,24e6d3c0bc87448e0434f409db2723da1fbd8106,,+4923849300,DEXTER  PLZ 4+5,timing,timing; on vacation,callback in november,0.5,"{""quote"": ""Dann melde ich mich im November nochmal.""}"
0,26507d7fdd13f5f633f0d8d7edeb4da5a805911b,,+4962167191190,Dexter  PLZ 4-9,timing,timing; busy with large projects,callback scheduled for 2026,0.9,"{""quote"": ""ich kann mich gerne im Jahr 2026 nochmal melden""}"
0,273695a7ca6eb9d8b6a6a956d86727018d98388b,,+49206497050,Dexter  PLZ 4-9,timing,timing; undergoing program reorganization,callback requested,0.9,"{""quote"": ""Wir sind aktuell dabei, unser Programm umzustellen.""}"
0,32f096e89cf00b5931fbfb16651d545cce14375b,,+4952657370,DEXTER  PLZ 3+6,timing,timing; after vacation,callback scheduled,0.9,"{""quote"": ""Dann melde ich mich am Mittwoch um elf Uhr bei Ihnen.""}"
0,375fed8054688dfdac1322163379b57e1014e60c,,+49725196550,Dexter  PLZ 4-9,timing,timing; busy schedule,callback requested,0.9,"{""quote"": ""Sie können gerne mal vielleicht in vier, sechs Wochen nochmal anrufen.""}"
0,67ec9d79a937d1b5c9a2605d582f75ed5c1814d2,,+49665591670,DEXTER  PLZ 3+6,timing,timing; on vacation,callback requested,0.9,"{""quote"": ""Rufen Sie bitte in der Folgewoche an, weil ich nächste Woche im Urlaub bin.""}"
0,6cb582e1e54ac80e1b5f4e7151b69804d88017a5,,+4936076993167,DEXTER  PLZ 3+6,timing,timing; other projects,no sale,0.9,"{""quote"": ""Aber aktuell habe ich hier andere Großprojekte und da möchte ich das aktuell nicht.""}"
0,70c015f657a749154d92d9c1353917b32bb53174,,+493846420161,Dexter PLZ 1-2-8,timing,timing; busy; end of month,callback requested,0.9,"{""quote"": ""Wir haben gerade sehr viel zu tun und es ist Monatsende.""}"
0,77c0ebab3afc24d94778c48b74374ab812b60f64,,+498954714125,Dexter PLZ 1-2-8,timing,timing; digitalization still in progress,email will be sent,0.9,"{""quote"": ""es dauert bei uns noch ein bisschen, digitalisierung""}"
0,894c3aa6ddeb921d39e814066f8606637abfa00e,,+497265341,Dexter  PLZ 4-9,timing,timing; project uncertainty,callback requested,0.9,"{""quote"": ""Ach, das sagen Sie im nächsten neuen Jahr April mich nochmal melden dann, ja?""}"
0,9e2a5c1dc431e536d7f59e4ad9850e33f0540f77,,+49535158580,DEXTER  PLZ 3+6,timing,timing; onboarding medifox,callback requested,0.8,"{""quote"": ""erst Anfang, Mitte nächstes Jahr richtig aktiv mit Medifox unterwegs sind""}"
0,a83c633d8a4f9f89426289b12506441f8f11d093,,+49333438541125,Dexter PLZ 1-2-8,timing,timing; other priorities,callback requested next year,0.9,"{""quote"": ""Gerne im nächsten Jahr.""}"
0,acfe6be1a36120988b52825c979fd49f74be1990,,+492773747112,DEXTER  PLZ 3+6,timing,timing; internal meeting,callback requested,0.9,"{""quote"": ""Dass ich im Oktober nochmal angerufen werde""}"
0,cdeaa006dfbf8e617bec2c75b3e65d510182943d,,+497764933530,DEXTER  PLZ 7,timing,timing; busy,callback requested,0.9,"{""quote"": ""Könnten Sie mich noch mal so in zwei Wochen anrufen?""}"
0,e463510414e37d84e6f08f1bbcdf9cc9b8df4831,,+497851935913,Dexter  PLZ 4-9,timing,timing; busy with construction,callback in autumn,0.9,"{""quote"": ""Wir sind jetzt im Moment noch eher mit einem Bauprojekt beschäftigt""}"
0,f2296ccd9b0185bfebb7eceb7e245e601de99f3f,,+49565174520,DEXTER  PLZ 3+6,timing,timing; not needed now,callback requested,0.9,"{""quote"": ""vielleicht das Ende des Jahres nochmal anrufen.""}"
0,f4410e1bfec5356cb6ddd4d9f9505afa44c19b3f,,+4975338070,DEXTER  PLZ 7,timing,timing; busy with project,follow-up next year,0.9,"{""quote"": ""Nächstes Jahr bin ich erstmal selber im Projekt""}"
0,f47998ccb89f3858531032f613510e3268752d95,,+4926716008201,Dexter  PLZ 4-9,timing,timing; company takeover,callback requested,0.95,"{""quote"": ""Ja, Sie können sich gerne in drei Monaten nochmal melden, da weiß ich vielleicht mehr.""}"
0,fa1e505e9e05195dced460995e9b8e6e3ab4c62d,,+499264995820,DEXTER  PLZ 9,timing,timing; busy with system change after insolvency,callback requested,0.9,"{""quote"": ""Vielleicht kann ich mich ja so gegen Ende vom Jahr nochmal bei Ihnen melden.""}"
1,8462543b02e720f9f799d9bc9058446bfd553fed,,+497191146300,DEXTER  PLZ 7,confirmed contact,confirmed contact; agreed appointment,appointment scheduled,0.9,"{""quote"": ""Ich bin jetzt bei der Pflegedienstleitung.""}"
1,d73306f83525905fbab9a7cd34e331d6538a6f7e,,+495425955130,DEXTER  PLZ 3+6,confirmed via email,confirmed via email,appointment confirmed,0.9,"{""quote"": ""Ich habe den Termin schon bestätigt.""}"
1,061679b8bc770d60cb86b5ce52659987cbf67ae6,,+495139986314,DEXTER  PLZ 3+6,invite email sent,invite email sent; recipient will confirm,invite sent,0.8,"{""quote"": ""ich habe die Einladung abgeschickt an die Info at eichelhoff-brogwd.de""}"
1,d953ef98badc18ff1ace844999377200e233e2c5,,+494141970,Dexter PLZ 1-2-8,prefers email communication,prefers email communication,information requested by email,0.9,"{""quote"": ""Sie können mir gerne eine E-Mail schicken""}"
1,751b1ae8ddf2574ac1db8e43011644c7279b669a,,+4968159590610,DEXTER  PLZ 3+6,provided contact details,provided contact details,appointment confirmation will be sent,0.9,"{""quote"": ""Sie bekommen von mir die Terminbestätigung an Ihre E-Mail-Adresse""}"
1,c0c30fc51df08a86b55a1599a46dc0cf4e0040b1,,+49421427796118,Dexter PLZ 1-2-8,provided contact details,provided contact details,invitation sent,0.9,"{""quote"": ""ich schicke den Einladungslink zugleich, in den nächsten Minuten ist es da.""}"
1,b8f676bad6883854bf486d6eec850c11a823a2a4,,+496151999104,Dexter  PLZ 4-9,provided email,provided email; receptive,invitation sent,0.9,"{""quote"": ""ich schicke dir einen Einladungslink zu""}"
1,e03dcb356d203ff5e5a1e5a0effc1af622932d74,,+4960552067,DEXTER  PLZ 3+6,provided email,provided email; will confirm,invitation link to confirm,0.9,"{""quote"": ""Also ich schicke Ihnen den Einladungslink zu an die E-Mail-Adresse""}"
1,df2e0eef748d188dc948ff26eb673bdfb8a9f6eb,,+498071710,Dexter PLZ 1-2-8,provided email address,provided email address,invitation will be sent,0.9,"{""quote"": ""Super, ich lege den Einladungslink zu Frau Weinig.""}"
1,7deb1f5a357c10e77e92f8611b01d202a2eda861,,+49804176590,Dexter PLZ 1-2-8,provided email address and facility details,provided email address and facility details,invitation sent,0.9,"{""quote"": ""Ich schicke den Einladungslink zu an Pelagia.nüsken.""}"
1,42b7b9f53495ac2c321527b34ea68d58728a63d3,,+49359552040,Dexter PLZ 1-2-8,provided email and details,provided email and details,invitation arranged,0.9,"{""quote"": ""Okay, also ich schicke den Einladungslink zu an die E-Mail-Adresse.""}"
1,dde1999ef2eea66c9b9827af6a3bc43f78fb38df,,+4920433730,DEXTER  PLZ 4+5,provided email and facility details,provided email and facility details,invitation promised,0.9,"{""quote"": ""Sie bekommen von mir gleich auch die Themenbestätigung und später den Einladungslink.""}"
1,ab11b6d4ac29b9278f4d50aa263feda960c835bf,,+4922747070,DEXTER  PLZ 4+5,provided email and info,provided email and info,appointment scheduled,0.85,"{""quote"": ""Sie bekommen gleich mit der Terminbestätigung an Ihre E-Mail-Adresse zugesandt.""}"
2,308271ed40044314176d804ebc678b3c5ca288e7,,+499575981530,Dexter  PLZ 4-9,accepted invitation,accepted invitation; interested,callback scheduled,0.9,"{""quote"": ""Ist es schon angekommen? Ja. Das ist prima.""}"
2,b19ad536c44cb984a5660e46f2b339c8f4c288c9,,+498031356450,Dexter PLZ 1-2-8,accepted invitation,accepted invitation; provided email,appointment scheduled,0.9,"{""quote"": ""Für den 1. Oktober, den Mittwoch, 11.15 Uhr.""}"
2,79ba9c4e70645f6536e9b3f2671d729e1187439f,,+493691887300,Dexter  PLZ 4-9,agreed to accept invitation,agreed to accept invitation,introductory link will be sent,0.9,"{""quote"": ""Ich schicke den Einleitungslink zu an die E-Mail-Adresse""}"
2,ff6be4df56914b74f0586bedb2aba6205c79a6de,,+492363567870,DEXTER  PLZ 4+5,agreed to appointment,agreed to appointment,appointment scheduled,0.9,"{""quote"": ""Sie bekommen von mir gleich die Bestätigung für den Termin.""}"
2,82fca42ce81273b58977f9347f0d91fa4230cc06,,+4947637277,Dexter PLZ 1-2-8,agreed to check email and accept invitation,agreed to check email and accept invitation,invitation sent,0.9,"{""quote"": ""Ok, ich schicke den Einladungslink zu.""}"
2,9d67a5796cb94eeab81c581b58cd5c55700db3ca,,+4921039150,DEXTER  PLZ 4+5,agreed to confirm invitation,agreed to confirm invitation,meeting scheduled,0.9,"{""quote"": ""Ja, mache ich.""}"
2,bd2720419881776afa779206828f7b49a2313812,,+492712389950,DEXTER  PLZ 4+5,agreed to confirm invite,agreed to confirm invite,appointment scheduled,0.9,"{""quote"": ""Okay, ich schicke den Einladungslink zu, schauen Sie mal bitte gleich""}"
2,46a067562612132bd8ee798218d9f4f89d8667ca,,+492095130510,DEXTER  Messe,agreed to meeting,agreed to meeting; provided email,demo appointment scheduled,0.9,"{""quote"": ""Sie bekommen gleich von mir die Terminbestätigung""}"
2,aaa295d9343af4e671756e4911aaee4bf353677e,,+49276391430,DEXTER  PLZ 4+5,agreed to meeting,agreed to meeting; confirmed details,appointment scheduled,0.9,"{""quote"": ""Sie bekommen von mir die Terminbestätigung an Ihre E-Mail-Adresse zugesandt.""}"
2,64c3341d4969be341dbb1d611db182327f7d517a,,+49251915554000,DEXTER  PLZ 4+5,agreed to receive invitation,agreed to receive invitation,invitation sent,0.9,"{""quote"": ""Ich schicke Ihnen jetzt den Einladungslink zu.""}"
2,d7d698cfcd639bcb62df5c8d28582ac5520d45a2,,+4936159059400,Dexter  PLZ 4-9,agreed to receive invitation,agreed to receive invitation,invite sent,0.9,"{""quote"": ""ich schicke den Einladungslink zu.""}"
2,d3478a9910268b18d23670479f112469cea3eda4,,+4961514090100,DEXTER  PLZ 3+6,available to confirm invitation,available to confirm invitation,invitation sent,0.9,"{""quote"": ""Sie bekommen von mir gleich an Ihre E-Mail-Adressen einen Einladungslink zugesandt.""}"
2,f7403d6e466a4589f49c718b01f42c3ce1efefb2,,+4957243990083,DEXTER  PLZ 3+6,confirmed invitation,confirmed invitation,meeting confirmed,0.9,"{""quote"": ""Aber ich habe jetzt bestätigt.""}"
2,53202e165318684abf2e5e133b2cec53b549091a,,+49723149040,DEXTER  PLZ 7,email received,email received; confirmed time,appointment scheduled,0.9,"{""quote"": ""Und 11. Oktober 10.30 Uhr buche ich dann für Sie gleich.""}"
2,ff702d082f5ae76c38eb044a2928feaf3fa4bab7,,+49297297130,Dexter  PLZ 4-9,invitation received,invitation received,appointment accepted,0.9,"{""quote"": ""Super, Sie werden auch teilnehmen, wir freuen uns auf Sie, Frau Leier.""}"
2,06cc8e94751fdeed4bc494334a3afe7167fe0611,,+4971121689536,DEXTER  PLZ 7,received invitation,received invitation; confirmed,appointment confirmed,0.8,"{""quote"": ""bitte die Einladung jetzt bestätigen""}"
2,e638ea406b1f1e7f8caf42b6b3f90e2a20f7558b,,+4920665080103,DEXTER  PLZ 9,received invitation,received invitation; confirmed on pc,invitation accepted,0.85,"{""quote"": ""Bitte noch die Einladung bestätigen""}"
2,8548b55ecc0729e80980c8974d5ff3007f54cf60,,+49615463990,DEXTER  PLZ 3+6,representative accepted invite,representative accepted invite,appointment scheduled,0.8,"{""quote"": ""Ich schicke den Einladungsdienst gleich zu.""}"
3,208fe0c46c7388c27cb331dd6f013e63d315e7b9,,+493916058177,DEXTER  PLZ 3+6,no current need,no current need; will contact later,no sale,0.9,"{""quote"": ""dass wir da aktuell keinen Bedarf haben""}"
3,36a5d55e4240474d173a17300ca23d9683d4b623,,+493684840590,DEXTER  PLZ 9,no current need,no current need,no sale,0.9,"{""quote"": ""Ja, da habe ich aber im Moment keinen Bedarf.""}"
3,a37e33c2d9d4d061578923e79e8a6460946572be,,+4924175083300,DEXTER  PLZ 4+5,no current need,no current need,no sale,0.9,"{""quote"": ""wir haben jetzt aktuell keinen Bedarf.""}"
3,009268fb9935aa0a8417f446fdfaef5de5be46c5,,+495535573,DEXTER  PLZ 3+6,no need,no need,no sale,0.8,"{""quote"": ""Nee, da brauchen wir nichts.""}"
3,109b82d1b8591ab22a3f071c19f47752314772ae,,+4928239705110,DEXTER  PLZ 4+5,no need,no need; little time,no sale,0.9,"{""quote"": ""habe ich gerade keinen Bedarf""}"
3,23eb3778a54798634c2e65f109597a8c168a2232,,+49420791790,Dexter PLZ 1-2-8,no need,no need; no action required,no sale,0.9,"{""quote"": ""aber da haben wir kein Interesse.""}"
3,5145d687084aaf4374e54536913382ca64b78eaf,,+49723196600,DEXTER  PLZ 7,no need,no need; not interested,no sale,0.9,"{""quote"": ""also er meint, wir brauchen das nicht.""}"
3,5cc730f0697614838acbdcdc4017469bd390c917,,+49772083060,DEXTER  PLZ 7,no need,no need; not interested,no sale,0.9,"{""quote"": ""Sie sind bei mir richtig, aber ich habe keinen Bedarf""}"
3,6d09daa3b500940d869f0defba272ee4248066d4,,+4991121531400,DEXTER  PLZ 9,no need,no need; no current demand,no sale,0.9,"{""quote"": ""KI-Modul brauchen wir momentan nicht.""}"
3,722259e6d3df85d754459bc070025d5f2616120e,,+4927725040,DEXTER  PLZ 3+6,no need,no need; well equipped,no sale,0.92,"{""quote"": ""haben hier wirklich keinen Bedarf gerade.""}"
3,742abaaa35cd13c49331b171c3f91804c662b518,,+492723100117,DEXTER  PLZ 4+5,no need,no need; well positioned,no sale,0.5,"{""quote"": ""Da ist wirklich kein Bedarf""}"
3,8be08bd753a50e5c6e30de8cd76fd25930ea3826,,+49513152989,DEXTER  PLZ 3+6,no need,no need; already satisfied with current system,no sale,0.9,"{""quote"": ""Nee, ich habe keinen Bedarf, nee.""}"
3,c1d656ab700b2fb21fce2ab6d25998a855881ba8,,+499112354191,DEXTER  PLZ 9,no need,no need,no sale,0.9,"{""quote"": ""wir haben da keinen Bedarf.""}"
3,c229075090dcb28f0fbefa00539fb7b0f6b60e2e,,+49723142510,DEXTER  PLZ 7,no need,no need; manual documentation only,no sale,0.9,"{""quote"": ""haben wir momentan noch keinen Bedarf.""}"
3,d3ee28f42546fd5113388dbc66d3d5fa64cd929f,,+4971116403,DEXTER  PLZ 7,no need,no need,no sale,0.95,"{""quote"": ""Das brauchen wir nicht.""}"
3,da143400a84059c4c5b04531d14b69bc880a9650,,+495322559050,DEXTER  PLZ 3+6,no need,no need,no sale,0.95,"{""quote"": ""Das benötigen wir nicht, dankeschön.""}"
3,fdbd64bc5e890f95d7263309c532b1e4574b2da0,,+492241921070,Dexter  PLZ 4-9,no need,no need; already have solution,no sale,0.9,"{""quote"": ""Da ist kein Bedarf.""}"
3,9bdadf279216d268ebdff27457440482d4be8152,,+4954242940,DEXTER  PLZ 4+5,no need at the moment,no need at the moment,no sale,0.9,"{""quote"": ""aber da haben wir zur Zeit keinen Bedarf.""}"
3,f3df3abf8b402a8ec54e9ceb2da4a306f0fa21b1,,+4925176060,DEXTER  PLZ 4+5,no need currently,no need currently,no sale,0.7,"{""quote"": ""Das brauchen wir im Moment nicht.""}"
3,7cc7a992bb4621ecbc6dabc719ed164e02dd4202,,+49707191760,DEXTER  PLZ 7,no need for product,no need for product,no sale,0.8,"{""quote"": ""Also, wir brauchen einfach das nicht.""}"
3,b385d525713310f9c0676da6f8b74a0342cb3207,,+4991821622,DEXTER  PLZ 9,no need for product,no need for product,no sale,0.9,"{""quote"": ""Brauchen wir nicht.""}"
3,21b4c0d273369b7e7767dd06f497bbc765090f5e,,+492226850,DEXTER  PLZ 4+5,no need this year,no need this year,callback next year,0.9,"{""quote"": ""im Moment haben wir da keinen Bedarf""}"
3,c80830361a5b53c0366d05cf9312bd46ce853ef6,,+4950845454,Dexter PLZ 1-2-8,no perceived need,no perceived need,no sale,0.9,"{""quote"": ""würde ich da jetzt gar nicht weiter in die Thematik eintauchen.""}"
3,420c767bdeae98aa43ea0e62631f79bbc935fe82,,+495624924970,DEXTER  PLZ 3+6,not needed,not needed; decision by central office,no sale,0.95,"{""quote"": ""Das benötigen wir nicht.""}"
4,12f96f5573d5535e9fcca2c64a02d3b0067ddb83,,+493617842100,DEXTER  PLZ 9,no interest,no interest; reviewed by boss,no sale,0.95,"{""quote"": ""Momentan haben wir da kein Interesse dran.""}"
4,aac3287b50f5517c3d2204788b45297a011e3e14,,+496232221847,DEXTER  PLZ 3+6,no interest,no interest; already decided,no sale,0.95,"{""quote"": ""Nein, tut mir leid, aber ich habe das ja abgesprochen und da besteht kein Interesse.""}"
4,b854545675cd706d985ddc2b7c80f7aaf9a1a4ea,,+4950668191003,DEXTER  PLZ 3+6,no interest,no interest; minimal documentation,no sale,0.9,"{""quote"": ""Da haben wir aber kein Interesse daran.""}"
4,ca4d97c2bacb4adf0fd1c4e18ad14e17889605fd,,+4972539892878,Dexter  PLZ 4-9,no interest at the moment,no interest at the moment,no sale,0.95,"{""quote"": ""Nein, da besteht kein Interesse im Moment.""}"
4,013cf21b54474a59fcd86164ac54aca9cbcf6930,,+4997171480,DEXTER  PLZ 9,not interested,not interested; won't adopt speech support,no sale,0.95,"{""quote"": ""Nein, brauchen wir nicht, danke.""}"
4,0e0064670f69a33011845ce3b028902d0d8a0a84,,+49633155620,DEXTER  PLZ 3+6,not interested,not interested,no sale,0.85,"{""quote"": ""hier besteht kein Interesse.""}"
4,1682f09e104a891cc5c94d0782ea1c47fec6805d,,+49611588384,DEXTER  PLZ 3+6,not interested,not interested; previously declined,no sale,0.9,"{""quote"": ""Wie schon gesagt, ich habe das letzte Mal abgelehnt und ich werde auch dabei aktuell noch bleiben.""}"
4,1ba7d410e08992648cb0e118161d8e079f706186,,+49758150950,Dexter PLZ 1-2-8,not interested,not interested; already well served,no sale,0.9,"{""quote"": ""Danke schön, wir sind gut versorgt.""}"
4,1cc4167245515bbcaae381080c5bfff15a8cef3f,,+4924329334960,DEXTER  PLZ 4+5,not interested,not interested,no sale,0.9,"{""quote"": ""Nein, sind wir nicht interessiert.""}"
4,1f4beab2909a3bbe280760afead8a0defd6a00a5,,+495493290,DEXTER  PLZ 4+5,not interested,not interested; previously contacted,no sale,0.9,"{""quote"": ""Da habe ich im Moment kein Interesse.""}"
4,1f7e54ddcc558e0109d07e17bd9e518f7d6821e8,,+49454285770,Dexter PLZ 1-2-8,not interested,not interested; ai not in-house,no sale,0.9,"{""quote"": ""die KI ist noch außer unserem Haus. Habe ich auch im Moment kein Interesse daran""}"
4,2222d94957d6a55aaa0f1ad0f37bc8374be7b048,,+497951469100,DEXTER  PLZ 7,not interested,not interested,no sale,0.7,"{""quote"": ""Nee, momentan kein Interesse, danke.""}"
4,2787ac0121d21e2f52d44cf8f3e7bfd8cc28083a,,+49634494660,DEXTER  PLZ 3+6,not interested,not interested; info already received,no sale,0.9,"{""quote"": ""Da haben wir kein Interesse dran.""}"
4,28f0fa09d7d8e6feb731320f561c495c5d083e15,,+4951365770,DEXTER  PLZ 3+6,not interested,not interested; no need,no sale,0.7,"{""quote"": ""Das benötigen wir nicht, danke schön.""}"
4,3102fde867be0258226fdf6134a714833f953602,,+49213156680,DEXTER  PLZ 4+5,not interested,not interested; it check required,no sale,0.95,"{""quote"": ""Ich glaube, da besteht im Moment kein Interesse.""}"
4,41f6c8847033a3c4476ad27c408b0b620a2b12e0,,+49720392179100,DEXTER  PLZ 7,not interested,not interested,no sale,0.95,"{""quote"": ""da haben wir kein Interesse dran.""}"
4,49bd963ae3a4280e49bb7b30f7ae15691e7793d0,,+499323874755,DEXTER  PLZ 9,not interested,not interested; maybe later,no sale,0.9,"{""quote"": ""ich habe da im Moment kein Interesse.""}"
4,4a7fbf645b8a2d64f2701f32fb5ba7fca229a748,,+4936338450912,DEXTER  PLZ 9,not interested,not interested; requested no further calls,no sale,0.95,"{""quote"": ""Ich möchte auch nicht, dass Sie mich noch anrufen.""}"
4,547472206ad64e1d225be1414dd6ae84ce90cfee,,+4961501320,DEXTER  PLZ 3+6,not interested,not interested,no sale,0.85,"{""quote"": ""Nee, brauche ich nicht, danke, schönen Tag, tschüss.""}"
4,6335ee6549cb8d11e4892b793620ac0f951ec57a,,+497121240421,DEXTER  PLZ 7,not interested,not interested,no sale,0.9,"{""quote"": ""sie hatte mir gesagt, wir haben kein Interesse.""}"
4,6bc6fa9bed0a238f20b7d9dd8c877e8c62efff7e,,+493914082320,DEXTER  PLZ 3+6,not interested,not interested; prefers email,no sale,0.9,"{""quote"": ""Ich denke nicht, dass wir da Interesse dran haben.""}"
4,6f6035dc6c11be1b5ce6ec8d54ba1f9077cf05cb,,+499323874755,Dexter  PLZ 4-9,not interested,not interested; declined offer,no sale,0.95,"{""quote"": ""Nein, da habe ich jetzt grundsätzlich kein Interesse.""}"
4,6fbe95b5f6f988e04e74f2cb937391010cea1ed3,,+49976139610,Dexter  PLZ 4-9,not interested,not interested; previously contacted,do not call,0.9,"{""quote"": ""weiterhin generell kein Interesse, bitte nicht mehr anrufen.""}"
4,885791a31a90027493c200b3aaa0f2ac5c1fe86b,,+498214555540,Dexter PLZ 1-2-8,not interested,not interested,no appointment,0.9,"{""quote"": ""Haben wir kein Interesse.""}"
4,8b60c143c02041de9c30668d0fe9f4c018b28c77,,+49252493270,DEXTER  PLZ 4+5,not interested,not interested,no sale,0.95,"{""quote"": ""dass kein Interesse besteht.""}"
4,906abddfc23f94968736628eabebe3a53abc8a3c,,+493884121645,Dexter PLZ 1-2-8,not interested,not interested; too many calls,no sale,0.9,"{""quote"": ""Kostet mich nur meine Zeit.""}"
4,967f4a0a2f230b9f16b8763ae21dd482808e4ade,,+499741840,Dexter  PLZ 4-9,not interested,not interested; timing,no sale,0.9,"{""quote"": ""wir haben da jetzt aktuell kein Interesse dran.""}"
4,995325529bd7b475c29e8b07636350cee2845429,,+49915292100,DEXTER  PLZ 9,not interested,not interested,no sale,0.9,"{""quote"": ""Ah ja, nein danke, kein Interesse.""}"
4,a069c4bf1688e1953bb5e0d0cb1d0a13408357ba,,+4961724090,DEXTER  PLZ 3+6,not interested,not interested,no sale,0.9,"{""quote"": ""Frau Haschke hat kein Interesse.""}"
4,a1222e1a2d054a31f9c56efbc54c779c191eb493,,+495621794877,DEXTER  PLZ 3+6,not interested,not interested,no sale,0.95,"{""quote"": ""da haben wir kein Interesse.""}"
4,a1c2a6515e1cd8c70f34ea7b2ef02bcb1737bddf,,+49773193430,DEXTER  PLZ 7,not interested,not interested; existing offers,no sale,0.9,"{""quote"": ""Nein, haben wir kein Interesse, vielen Dank""}"
4,a46e55d7f86e5e5b356e07e4176e2910ce0b91ce,,+49707191760,Dexter  PLZ 4-9,not interested,not interested; brief acknowledgement,no sale,0.8,"{""quote"": ""Ja, ordentlich, vielen Dank. Dankeschön, wiederhören.""}"
4,b0e9c6d64b8f8b8da728b0892aaab3b30b0e6f29,,+4964651776,DEXTER  PLZ 3+6,not interested,not interested,no sale,0.8,"{""quote"": ""Sie hat da kein Interesse.""}"
4,b7a7691ce3129a9fafd9b5be273b9c4c7160a46f,,+49622695070,Dexter  PLZ 4-9,not interested,not interested,no sale,0.5,"{""quote"": ""Mit der Heimleitung sprechen, aber wir haben kein Interesse.""}"
4,ba0a676284f0fe5323660f50be8075423700267c,,+497441860150,Dexter  PLZ 4-9,not interested,not interested; previously rejected,no sale,0.9,"{""quote"": ""es kommt wirklich für uns nicht in Frage.""}"
4,be82594485f1691ad15eff7d6d79b9272864588b,,+49912218890,Dexter  PLZ 4-9,not interested,not interested; no need,no sale,0.9,"{""quote"": ""wir nichts kaufen und nichts brauchen.""}"
4,c7c354f93aa2b408099a820035e87f213c113b6b,,+497977343,DEXTER  PLZ 7,not interested,not interested; call later,callback requested,0.9,"{""quote"": ""Irgendwann, mal vielleicht in einem Jahr nochmal probieren.""}"
4,c7c79d8d06e28ec17b30ff4e8ca7874f79c5c2e2,,+4977048080,DEXTER  PLZ 7,not interested,not interested,no sale,0.9,"{""quote"": ""das ist für uns völlig uninteressant.""}"
4,caaebb9481f7f17f8d2f86ff3c6b234ab75634b1,,+49435499670,Dexter PLZ 1-2-8,not interested,not interested,no sale,0.9,"{""quote"": ""Kein Interesse.""}"
4,d32ab49d980ac942de68bfd5ebfb063c4b9834b4,,+4977615550,DEXTER  PLZ 7,not interested,not interested; not a topic,no sale,0.9,"{""quote"": ""Nein, im Moment kein Interesse, danke.""}"
4,d73f3ad1f2e3c9f8561f44af194665e4d0fd1bb7,,+49575196770,DEXTER  PLZ 3+6,not interested,not interested; already equipped,no sale,0.9,"{""quote"": ""haben wir überhaupt kein Interesse daran""}"
4,da83acf3303f8c7958204497deb0e4cc734ca453,,+497265341,DEXTER  PLZ 7,not interested,not interested; no current need,no sale,0.95,"{""quote"": ""im Moment ist das für uns nicht interessant.""}"
4,e39d60f1b56ef2d110e6fd0b3f0ba0c559ecd01b,,+495615077123,DEXTER  PLZ 3+6,not interested,not interested; not a current topic,no sale,0.8,"{""quote"": ""danke für den Anruf, aber gerade kein Interesse da dran.""}"
4,e41b854b006d5602eafc3a50daec3f8fa9571a75,,+499314601305,Dexter  PLZ 4-9,not interested,not interested,no sale,0.5,"{""quote"": ""wir haben derzeit kein Interesse""}"
4,e65de296c5b6303247055b49aa528ef739a4d1b1,,+49522587280,DEXTER  PLZ 3+6,not interested,not interested,no sale,0.9,"{""quote"": ""Ich soll ausrichten, dass kein Interesse besteht.""}"
